nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: nondescriptive
A: descriptive

Q: sell
A: purchase

Q: insignificant
A: tremendous

Q: disassembly
A: assembly

Q: vice
A: virtue

Q: sudden
A:","Q: sudden
A:","Q: nondescriptive
A: descriptive

Q: sell
A: purchase

Q: insignificant
A: tremendous

Q: disassembly
A: assembly

Q: vice
A: virtue

",gradual,I think it,: : :,False,False,I think it,: : :,False,False,I think it,I'm,False,False,I think it,I’m,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,The most common,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,sudden,False,False,I think it,sudden,False,False,I think it,I think it,False,False,I think it,sudden,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,The suddenness,False,False,I think it,1.,False,False
"Q: marked
A: unmarked

Q: insignificant
A: sizable

Q: inequality
A: equality

Q: compassionate
A: cruel

Q: meaningless
A: meaningful

Q: retrospective
A:","Q: retrospective
A:","Q: marked
A: unmarked

Q: insignificant
A: sizable

Q: inequality
A: equality

Q: compassionate
A: cruel

Q: meaningless
A: meaningful

",prospective,I think it,11,False,False,I think it,10,False,False,I think it,10,False,False,I think it,10,False,False,I think it,retrospective,False,False,I think it,19,False,False,I think it,19,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,I’m,False,False,I think it,I’m,False,False,I think it,I’m,False,False,I think it,I’m,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,I’m,False,False,I think it,I’ve,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,retrospective,False,False,I think it,19,False,False
"Q: generic
A: specific

Q: stupid
A: smart

Q: disinfect
A: contaminate

Q: asleep
A: awake

Q: pro
A: con

Q: unblock
A:","Q: unblock
A:","Q: generic
A: specific

Q: stupid
A: smart

Q: disinfect
A: contaminate

Q: asleep
A: awake

Q: pro
A: con

",block,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,I'm,False,False,The unblock,The only way,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False,The unblock,unblock,False,False
"Q: subtle
A: dramatic

Q: defunct
A: operational

Q: descend
A: climb

Q: standing
A: sitting

Q: function
A: dysfunction

Q: future
A:","Q: future
A:","Q: subtle
A: dramatic

Q: defunct
A: operational

Q: descend
A: climb

Q: standing
A: sitting

Q: function
A: dysfunction

",past,I'm,: : :,False,False,I'm,future,False,False,I'm,I'm,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,future,False,False,I'm,I’m,False,False,I'm,I’m,False,False,I'm,I think the,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,future,False,False,I'm,I'm,False,False,I'm,1.,False,False
"Q: function
A: malfunction

Q: uncover
A: cover

Q: unconstitutional
A: constitutional

Q: prefix
A: suffix

Q: modern
A: outdated

Q: opponent
A:","Q: opponent
A:","Q: function
A: malfunction

Q: uncover
A: cover

Q: unconstitutional
A: constitutional

Q: prefix
A: suffix

Q: modern
A: outdated

",supporter,opponent,: : :,False,False,opponent,: : :,False,False,opponent,: : :,False,False,opponent,: : :,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,opponent,False,False,opponent,Oppon,False,False,opponent,Oppon,False,False,opponent,Oppon,False,False,opponent,1.,False,False
"Q: defeat
A: triumph

Q: composite
A: simple

Q: void
A: full

Q: impure
A: pure

Q: wreck
A: preserve

Q: response
A:","Q: response
A:","Q: defeat
A: triumph

Q: composite
A: simple

Q: void
A: full

Q: impure
A: pure

Q: wreck
A: preserve

",inquiry,I'm,: : :,False,False,I'm,I'm,False,False,I'm,I think it,False,False,I'm,I think it,False,False,I'm,I’m,False,False,I'm,10,False,False,I'm,10,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,response,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,I am not,False,False,I'm,The response is,False,False,I'm,The response is,False,False,I'm,The response is,False,False,I'm,response,False,False,I'm,The response is,False,False,I'm,1.,False,False
"Q: strong
A: weak

Q: religious
A: secular

Q: anger
A: joy

Q: partial
A: entire

Q: column
A: row

Q: curly
A:","Q: curly
A:","Q: strong
A: weak

Q: religious
A: secular

Q: anger
A: joy

Q: partial
A: entire

Q: column
A: row

",straight,curly,11,False,False,curly,10,False,False,curly,I'm,False,False,curly,I'm,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,"The word """,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,curly,False,False,curly,1.,False,False
"Q: limited
A: extensive

Q: fearful
A: brave

Q: encode
A: decode

Q: cure
A: symptom

Q: assail
A: defend

Q: material
A:","Q: material
A:","Q: limited
A: extensive

Q: fearful
A: brave

Q: encode
A: decode

Q: cure
A: symptom

Q: assail
A: defend

",immaterial,The material is,10,False,False,The material is,10,False,False,The material is,1.,False,False,The material is,10,False,False,The material is,10,False,False,The material is,10,False,False,The material is,10,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,material,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,The material is,False,False,The material is,10,False,False
"Q: regressive
A: progressive

Q: leave
A: linger

Q: winter
A: summer

Q: insertion
A: removal

Q: nonexistent
A: existential

Q: mistaken
A:","Q: mistaken
A:","Q: regressive
A: progressive

Q: leave
A: linger

Q: winter
A: summer

Q: insertion
A: removal

Q: nonexistent
A: existential

",correct,"The word """,: : :,False,False,"The word """,: : :,False,False,"The word """,: : :,False,False,"The word """,I'm,False,False,"The word """,I'm,False,False,"The word """,I think it,False,False,"The word ""","yes, it",False,False,"The word """,mistaken,False,False,"The word """,mistaken,False,False,"The word """,mistaken,False,False,"The word """,mistaken,False,False,"The word """,mistaken,False,False,"The word """,mistaken,False,False,"The word """,mistaken,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word ""","The word """,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word """,I think you,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word """,Mistaken,False,False,"The word """,Mistaken,False,False,"The word ""","The word """,False,False,"The word """,1.,False,False
"Q: nonfiction
A: fiction

Q: fearless
A: fearful

Q: permission
A: prohibition

Q: individual
A: mutual

Q: fresh
A: canned

Q: satisfy
A:","Q: satisfy
A:","Q: nonfiction
A: fiction

Q: fearless
A: fearful

Q: permission
A: prohibition

Q: individual
A: mutual

Q: fresh
A: canned

",dissatisfy,I'm,: : :,False,False,I'm,: : :,False,False,I'm,I'm,False,False,I'm,1.,False,False,I'm,I’m,False,False,I'm,10,False,False,I'm,yes,False,False,I'm,yes,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfy,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satisfied,False,False,I'm,satis,False,False,I'm,satis,False,False,I'm,satis,False,False,I'm,1.,False,False,I'm,1.,False,False
"Q: defensive
A: offensive

Q: unlucky
A: lucky

Q: unfit
A: fit

Q: assemble
A: disassemble

Q: cooked
A: raw

Q: homosexual
A:","Q: homosexual
A:","Q: defensive
A: offensive

Q: unlucky
A: lucky

Q: unfit
A: fit

Q: assemble
A: disassemble

Q: cooked
A: raw

",heterosexual,"The word """,:::::,False,False,"The word """,: : :,False,False,"The word """,10,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,yes,False,False,"The word """,yes,False,False,"The word """,heterosexual,False,True,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word ""","The word """,False,False,"The word """,The word hom,False,False,"The word ""","The word """,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,The word hom,False,False,"The word ""","The word """,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,homosexual,False,False,"The word """,1.,False,False
"Q: unspecified
A: specified

Q: cylinder
A: barrel

Q: inaccurate
A: accurate

Q: hinder
A: foster

Q: comfort
A: discomfort

Q: uphold
A:","Q: uphold
A:","Q: unspecified
A: specified

Q: cylinder
A: barrel

Q: inaccurate
A: accurate

Q: hinder
A: foster

Q: comfort
A: discomfort

",undermine,uphold,: : :,False,False,uphold,: : :,False,False,uphold,"uh,",False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False,uphold,uphold,False,False
"Q: emphasize
A: downplay

Q: peace
A: quarrel

Q: nonsystemic
A: systemic

Q: heavy
A: light

Q: sender
A: receiver

Q: nonlinear
A:","Q: nonlinear
A:","Q: emphasize
A: downplay

Q: peace
A: quarrel

Q: nonsystemic
A: systemic

Q: heavy
A: light

Q: sender
A: receiver

",linear,The nonlinear,non-linear,False,False,The nonlinear,: : :,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False,The nonlinear,nonlinear,False,False
